Year,OSGR10km,Latitude(WGS84),Longitude(WGS84),Forest Cover(%),CountRed,CountGrey,%Red,%Grey
1983,NS79,56.1676055,-3.9904835,0.158513647,2,0,1,0
1983,NT26,55.916589,-3.219933,0.126153088,0,1,0,1
1984,NH92,57.303467,-3.744369,0.360645539,1,0,1,0
1984,NJ51,57.235955,-2.7694825,0.195111833,2,0,1,0
1984,NN96,56.721258,-3.775329,0.114435342,1,0,1,0
1984,NO27,56.874207,-3.191068,0.109615141,1,0,1,0
1984,NO33,56.48031,-3.032569,0.106139225,0,1,0,1
1984,NO34,56.587248,-3.133178,0.107557369,1,0,1,0
1984,NT19,56.14929467,-3.350975667,0.170236278,0,3,0,1
1984,NT39,56.16542533,-3.098445667,0.042853529,2,1,0.666666667,0.333333333
1985,NH77,57.731752,-4.142014,0.355084661,1,0,1,0
1985,NJ02,57.30021,-3.652926,0.367760037,2,0,1,0
1985,NJ15,57.593972,-3.472991,0.466503657,0,1,0,1
1985,NJ61,57.256016,-2.540331,0.390690039,0,1,0,1
1985,NN95,56.710622,-3.765025,0.421215582,6,0,1,0
1985,NN96,56.727543,-3.775625,0.114435342,1,0,1,0
1985,NO21,56.3017405,-3.228551,0.13967205,1,1,0.5,0.5
1985,NO30,56.264454,-3.059037,0.100008326,1,0,1,0
1985,NO31,56.322911,-3.05257,0.09870466,1,0,1,0
1985,NO42,56.414009,-2.893004,0.220115118,1,0,1,0
1985,NO66,56.752978,-2.533085,0.143553007,1,0,1,0
1985,NO89,57.04583,-2.248849,0.163921579,0,1,0,1
1985,NT19,56.144228,-3.362333,0.170236278,0,1,0,1
1985,NT39,56.16812,-3.098522,0.042853529,2,1,0.666666667,0.333333333
1985,NT68,56.035096,-2.636283,0.023854339,1,0,1,0
1986,NJ02,57.336565,-3.585611,0.367760037,1,0,1,0
1986,NO23,56.47018,-3.162152,0.177162768,0,1,0,1
1986,NO24,56.577965,-3.165457,0.084138221,1,0,1,0
1986,NO30,56.255191,-3.091063,0.100008326,0,2,0,1
1986,NO32,56.394246,-3.063448,0.062492866,1,0,1,0
1986,NO36,56.749503,-3.07265,0.159996286,1,0,1,0
1986,NO89,57.04583,-2.248849,0.163921579,0,1,0,1
1986,NS79,56.174273,-3.938473,0.158513647,1,0,1,0
1986,NT13,55.585766,-3.401623,0.157359746,2,0,1,0
1986,NT39,56.164779,-3.103795,0.042853529,1,1,0.5,0.5
1987,NH89,57.929464,-3.943516,0.032315655,1,0,1,0
1987,NJ03,57.355774,-3.558181,0.196655844,1,0,1,0
1987,NN55,56.691004,-4.353624,0.468128324,1,0,1,0
1987,NN96,56.721258,-3.775329,0.114435342,4,0,1,0
1987,NO24,56.578116,-3.149183,0.084138221,1,0,1,0
1987,NO33,56.489293,-3.032813,0.106139225,0,1,0,1
1987,NO34,56.628239,-3.016232,0.107557369,1,0,1,0
1987,NO42,56.382964,-2.835596,0.220115118,1,0,1,0
1987,NO50,56.221682,-2.767577,0.023904932,0,1,0,1
1987,NO89,57.04583,-2.248849,0.163921579,0,1,0,1
1987,NS49,56.160054,-4.436996,0.480460827,1,0,1,0
1987,NS97,55.974993,-3.611176,0.14215196,0,3,0,1
1987,NT39,56.164779,-3.103795,0.042853529,1,0,1,0
1988,NC80,58.019231,-3.948383,0.227357823,1,0,1,0
1988,NH63,57.424545,-4.290594,0.463140515,1,0,1,0
1988,NH72,57.3415,-3.99626,0.124643966,1,0,1,0
1988,NH82,57.340298,-3.987056,0.196584236,1,0,1,0
1988,NH89,57.953219,-4.004795,0.032315655,1,0,1,0
1988,NN31,56.271692,-4.688006,0.106900279,0,1,0,1
1988,NN53,56.487244,-4.388094,0.179746914,1,0,1,0
1988,NO30,56.246208,-3.090807,0.100008326,0,2,0,1
1988,NO32,56.399856,-3.037681,0.062492866,1,0,1,0
1988,NO33,56.487857,-3.04333,0.106139225,1,0,1,0
1988,NO42,56.426958,-2.903847,0.220115118,1,0,1,0
1988,NO45,56.706902,-2.827248,0.094206324,1,0,1,0
1988,NO55,56.652977,-2.760011,0.207330037,1,0,1,0
1988,NO66,56.788613,-2.599065,0.143553007,1,0,1,0
1988,NO89,57.04583,-2.248849,0.163921579,0,1,0,1
1988,NS02,55.511419,-5.081852,0.250149616,1,0,1,0
1988,NS03,55.608906,-5.137146,0.173892761,1,0,1,0
1988,NS99,56.164366,-3.628761,0.228417202,1,0,1,0
1988,NT08,56.070242,-3.467353,0.078000546,0,2,0,1
1988,NT18,56.09010467,-3.433819667,0.087990007,0,3,0,1
1988,NT39,56.164779,-3.103795,0.042853529,0,1,0,1
1989,NH45,57.582053,-4.535535,0.373741851,1,0,1,0
1989,NH52,57.333058,-4.402034,0.358523378,1,0,1,0
1989,NH72,57.298427,-4.076088,0.124643966,1,0,1,0
1989,NH84,57.507401,-3.840057,0.350374144,1,0,1,0
1989,NO24,56.569134,-3.148911,0.084138221,1,0,1,0
1989,NO30,56.246208,-3.090807,0.100008326,0,1,0,1
1989,NO42,56.414009,-2.893004,0.220115118,1,0,1,0
1989,NO79,57.058784,-2.438538,0.391035075,0,1,0,1
1989,NO89,57.04583,-2.248849,0.163921579,0,1,0,1
1989,NR84,55.643422,-5.377564,0.173322738,1,0,1,0
1989,NS75,55.794121,-4.050348,0.185123083,0,1,0,1
1989,NS79,56.173543,-3.9420605,0.158513647,1,1,0.5,0.5
1989,NT08,56.070402,-3.599091,0.078000546,0,1,0,1
1989,NT16,55.858613,-3.350721,0.098299612,0,1,0,1
1989,NT18,56.0901405,-3.4371695,0.087990007,0,2,0,1
1989,NT26,55.903348,-3.24111,0.126153088,0,1,0,1
1989,NT39,56.164779,-3.103795,0.042853529,1,0,1,0
1990,NC80,58.019231,-3.948383,0.227357823,1,0,1,0
1990,NH22,57.282003,-4.904824,0.505031182,1,0,1,0
1990,NH28,57.820246,-4.94802,0.017212943,1,0,1,0
1990,NH30,57.10627,-4.725887,0.374431191,1,0,1,0
1990,NH32,57.285725,-4.73915,0.280873369,1,0,1,0
1990,NH33,57.375449,-4.745841,0.312278317,1,0,1,0
1990,NH34,57.465172,-4.75257,0.035756863,1,0,1,0
1990,NH40,57.10975,-4.560975,0.030161686,1,0,1,0
1990,NH41,57.19949,-4.567188,0.420334139,1,0,1,0
1990,NH43,57.378964,-4.579724,0.392145124,1,0,1,0
1990,NH44,57.468699,-4.586048,0.299090156,1,0,1,0
1990,NH45,57.558432,-4.592409,0.373741851,1,0,1,0
1990,NH47,57.737893,-4.605245,0.05139353,1,0,1,0
